,City,Cloudness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Luganville,0,VU,1547349246,98,-15.51,167.18,84.06,4.54
375,Healesville,0,AU,1547346600,38,-37.65,145.52,78.8,14.99
376,Ossora,0,RU,1547348793,90,59.24,163.07,3.78,4.99
377,Burgeo,76,CA,1547349247,100,47.61,-57.61,27.72,21.94
378,Paamiut,92,GL,1547349247,97,61.99,-49.67,32.49,23.96
379,Vao,12,EE,1547349247,86,59.1,26.19,14.85,4.5
380,Kakonko,80,TZ,1547349248,99,-3.28,30.97,60.39,3.31
381,Araripina,12,BR,1547349248,45,-7.58,-40.5,75.42,8.23
382,Constitucion,5,MX,1547343600,33,23.99,-104.67,57.2,10.29
383,Pelotas,75,BR,1547346600,88,-31.77,-52.34,71.6,4.7
384,Andros Town,75,BS,1547348400,69,24.73,-77.79,73.4,17.22
385,Rexburg,1,US,1547348160,83,43.82,-111.79,10.04,6.93
386,Nome,1,US,1547348100,64,30.04,-94.42,53.6,11.41
387,Majene,0,ID,1547349250,95,-3.54,118.97,84.33,3.71
388,Hong Gai,90,VN,1547346600,88,20.96,107.09,69.8,3.36
389,Menongue,92,AO,1547349046,21,-14.66,17.68,83.16,6.85
390,Ronneby,92,SE,1547347800,100,56.21,15.28,33.8,4.7
391,Preston,75,GB,1547347800,81,53.76,-2.71,50.0,26.4
392,Thaton,48,MM,1547349251,93,16.91,97.37,80.46,4.5
393,Katherine,90,AU,1547346600,74,-14.47,132.26,84.2,5.82
394,Denpasar,20,ID,1547346600,79,-8.65,115.22,86.0,10.29
395,Mwinilunga,92,ZM,1547349024,96,-11.73,24.43,62.91,5.06
396,Diu,0,IN,1547349253,84,20.71,70.98,58.59,6.51
397,Serov,64,RU,1547349253,89,59.61,60.57,19.08,6.73
398,Bandarban,40,BD,1547344800,77,22.2,92.22,62.6,5.82
399,Acajutla,0,SV,1547349254,86,13.59,-89.83,71.73,2.53
400,Fort Carson,75,US,1547348460,92,38.74,-104.79,35.06,6.93
401,Ruteng,24,ID,1547349254,85,-8.61,120.46,82.17,4.5
402,Kaeo,92,NZ,1547349255,51,-35.1,173.78,77.31,9.8
403,Rosario,0,UY,1547349255,76,-34.31,-57.35,69.3,10.76
404,Plettenberg Bay,0,ZA,1547349068,100,-34.05,23.37,64.35,5.73
405,Ruidoso,1,US,1547346900,56,33.33,-105.67,46.76,6.93
406,Cockburn Town,88,TC,1547349256,100,21.46,-71.14,75.15,17.81
407,Brookings,75,US,1547348160,91,44.31,-96.8,26.6,3.36
408,Flinders,32,AU,1547348711,75,-34.58,150.85,76.59,6.11
409,Sovetskiy,80,RU,1547348714,85,56.76,48.47,8.46,10.92
410,Noumea,56,NC,1547348400,66,-22.28,166.46,86.0,19.46
411,Sitka,20,US,1547348765,91,37.17,-99.65,28.26,9.31
412,Cochrane,0,CL,1547349257,84,-47.25,-72.57,37.08,2.48
413,Buraydah,40,SA,1547344800,67,26.33,43.97,57.2,6.93
414,Shirokiy,80,RU,1547349057,83,53.87,39.17,15.39,10.36
415,Atar,0,MR,1547349258,27,20.52,-13.05,51.93,7.63
416,Vardo,90,US,1547348400,95,39.62,-77.74,32.0,4.7
417,Port-Cartier,20,CA,1547344800,66,50.03,-66.88,12.2,8.05
418,Liusha,92,CN,1547349259,100,27.21,108.59,38.34,3.76
419,Hirara,75,JP,1547344800,68,24.8,125.28,71.6,12.75
420,Port Hedland,0,AU,1547346600,25,-20.31,118.58,107.6,8.05
421,Alim,8,NG,1547349260,75,7.18,7.33,67.14,2.26
422,Matamoros,1,US,1547347980,93,25.87,-97.51,62.96,6.93
423,Mchinji,80,MW,1547349260,98,-13.8,32.89,65.34,10.02
424,Indian Head,0,CA,1547349261,78,50.53,-103.67,16.11,13.27
425,Prince Rupert,90,CA,1547344800,93,54.32,-130.32,44.6,4.7
426,Abalak,0,NE,1547348743,59,15.46,6.28,55.44,7.63
427,Leh,64,IN,1547349262,64,34.16,77.58,-7.66,1.7
428,Makat,92,KZ,1547348770,96,47.65,53.35,32.94,7.52
429,Prachuap Khiri Khan,12,TH,1547349262,53,11.81,99.79,85.95,3.76
430,Callaguip,40,PH,1547344800,74,18.07,120.49,78.8,4.7
431,Ancud,75,CL,1547344800,87,-41.87,-73.83,44.6,3.36
432,Ballina,92,IE,1547348802,94,54.11,-9.15,48.06,19.15
433,Waingapu,36,ID,1547348976,79,-9.65,120.26,86.04,4.72
434,Komsomolskiy,68,RU,1547348745,82,67.55,63.78,5.22,15.17
435,Laguna,5,MX,1547343600,59,27.52,-110.01,62.6,3.36
436,Fairbanks,1,US,1547344680,72,64.84,-147.72,-23.98,4.32
437,Riyadh,0,SA,1547344800,32,24.63,46.72,51.8,3.36
438,Gobabis,0,NA,1547349264,28,-22.45,18.97,61.02,9.08
439,Kagalnitskaya,68,RU,1547349264,84,46.88,40.15,24.12,4.21
440,Kalmunai,88,LK,1547349106,100,7.42,81.82,73.89,5.77
441,Naliya,0,IN,1547349084,95,23.26,68.83,54.27,9.31
442,Aripuana,32,BR,1547349265,93,-9.17,-60.63,75.51,0.96
443,Ejura,36,GH,1547349266,88,7.38,-1.37,72.09,3.27
444,Emerald,0,AU,1547344800,27,-23.53,148.16,89.6,14.99
445,Hondo,1,US,1547348100,59,29.35,-99.14,55.94,4.7
446,Massaguet,0,TD,1547344800,16,12.48,15.44,68.0,6.93
447,Nayoro,48,JP,1547349267,71,44.36,142.46,24.57,3.2
448,Narasannapeta,0,IN,1547349267,75,18.42,84.04,67.32,4.21
449,Bandarbeyla,64,SO,1547349268,100,9.49,50.81,76.95,19.42
450,Mount Gambier,0,AU,1547344800,47,-37.83,140.78,77.0,16.11
451,Christchurch,92,NZ,1547348400,49,-43.53,172.64,69.8,1.12
452,Aygut,20,AM,1547349269,77,40.68,45.17,20.79,3.98
453,Calama,0,CL,1547344800,54,-22.46,-68.93,55.4,14.99
454,Tumpat,90,MY,1547344800,94,6.2,102.17,77.0,5.82
455,Guerrero Negro,64,MX,1547348777,95,27.97,-114.04,57.42,4.05
456,Demyansk,76,RU,1547349270,89,57.64,32.46,22.32,7.63
457,Birin,0,SY,1547349270,100,35.01,36.67,29.07,2.08
458,Carnarvon,0,ZA,1547348718,94,-30.97,22.13,50.31,6.22
459,Miyako,40,JP,1547348400,76,33.63,130.94,53.6,4.7
460,Sorland,88,NO,1547348938,100,67.67,12.69,33.84,14.34
461,Waddan,0,LY,1547349149,69,29.16,16.14,35.55,9.91
462,Dunedin,64,NZ,1547349272,94,-45.87,170.5,59.76,4.72
463,Cap Malheureux,40,MU,1547344800,78,-19.98,57.61,78.8,11.41
464,Barra do Garcas,48,BR,1547349272,85,-15.89,-52.26,71.91,4.88
465,Lubango,0,AO,1547349273,83,-14.92,13.49,53.46,0.36
466,Ouadda,8,CF,1547349273,78,8.07,22.4,63.9,2.75
467,Usinsk,88,RU,1547349273,81,66.0,57.56,14.58,14.83
468,Tromso,90,NO,1547347800,92,69.65,18.96,26.6,9.17
469,Wynyard,0,CA,1547349077,77,51.77,-104.18,19.44,10.13
470,Hithadhoo,8,MV,1547348716,100,-0.6,73.08,81.36,5.21
471,Paita,20,PE,1547349274,75,-5.09,-81.11,74.34,9.8
472,Comalcalco,5,MX,1547347740,94,18.26,-93.22,69.8,7.78
473,Maceio,40,BR,1547344800,83,-9.67,-35.74,75.2,5.82
474,Leshukonskoye,80,RU,1547348806,80,64.9,45.76,22.59,8.9
475,Chernukha,80,RU,1547349276,75,55.6,43.76,11.34,10.09
476,Buala,24,SB,1547348936,78,-8.15,159.59,87.12,9.42
477,Nishihara,20,JP,1547346600,49,35.74,139.53,46.4,12.75
478,Saint-Augustin,90,FR,1547346600,100,44.83,-0.61,50.0,9.17
479,Petropavlovsk-Kamchatskiy,76,RU,1547346600,50,53.05,158.65,30.2,6.71
480,Puerto Quijarro,0,BO,1547348736,79,-19.0,-57.72,78.3,3.49
481,Omaruru,0,NA,1547349078,86,-21.42,15.95,46.71,2.37
482,Pasco,90,US,1547348100,85,46.24,-119.1,35.96,3.36
483,Khoy,0,IR,1547349277,65,38.55,44.95,7.29,2.71
484,Bergerac,90,FR,1547346600,93,44.85,0.49,44.6,8.05
485,Margate,0,AU,1547346600,35,-43.03,147.26,69.8,12.75
486,Beringovskiy,32,RU,1547348746,92,63.05,179.32,-7.39,26.42
487,Verkhnyaya Inta,64,RU,1547348754,76,65.99,60.32,7.02,3.49
488,Viedma,0,AR,1547349278,42,-40.81,-62.99,68.58,4.61
489,Road Town,40,VG,1547344800,83,18.42,-64.62,75.92,11.41
490,Burnie,8,AU,1547349024,95,-41.05,145.91,65.16,12.33
491,Fort Nelson,75,CA,1547344800,84,58.81,-122.69,-0.41,4.7
492,Neverkino,68,RU,1547349279,82,52.79,46.74,10.89,10.36
493,Shimoda,75,JP,1547348400,53,34.7,138.93,50.0,8.05
494,Algiers,20,US,1547348100,100,29.94,-90.04,60.98,3.36
495,Iquique,0,CL,1547344800,68,-20.22,-70.14,71.6,12.75
496,General Roca,0,AR,1547344800,34,-39.03,-67.58,68.0,8.05
497,Ardesen,75,TR,1547346600,32,41.19,40.99,51.8,14.99
498,Raudeberg,92,NO,1547347800,100,61.99,5.14,41.0,17.22
499,Srednekolymsk,80,RU,1547349281,31,67.46,153.71,-20.89,3.49
500,Sorgun,56,TR,1547349281,73,39.81,35.19,18.45,2.82
501,Mana,75,RS,1547348400,92,43.52,20.24,28.4,2.24
502,Geraldton,5,CA,1547344800,69,49.72,-86.95,-13.01,3.2
503,Zaozerne,92,UA,1547349282,97,51.37,23.94,33.12,12.59
504,Balgazyn,0,RU,1547349282,38,51.0,95.2,-14.05,3.31
505,Matara,92,PE,1547348885,95,-13.74,-72.9,45.27,1.74
506,Phan Thiet,0,VN,1547348494,80,10.93,108.1,81.99,13.94
507,Santa Rosa,90,AR,1547346900,82,-36.62,-64.29,62.6,6.93
508,Durango,1,US,1547347980,100,37.28,-107.88,33.98,8.05
509,Porbandar,0,IN,1547346600,77,21.64,69.61,64.4,5.82
510,Emba,90,CY,1547346600,66,34.81,32.42,55.4,11.41
511,Beyneu,8,KZ,1547349284,91,45.32,55.19,27.27,8.52
512,Strelka,24,RU,1547349284,39,58.08,93.03,-11.98,5.06
513,Panguna,80,PG,1547349284,86,-6.32,155.48,79.29,2.75
514,Lucapa,48,AO,1547349051,92,-8.42,20.74,68.22,4.27
515,Alta Gracia,75,AR,1547344800,94,-31.66,-64.43,71.6,3.36
516,Bereznik,88,RU,1547349285,86,62.86,42.71,24.03,7.0
517,Nizhnetroitskiy,56,RU,1547349285,91,54.34,53.68,28.71,14.9
518,Odzak,20,BA,1547348400,74,43.17,17.88,30.2,3.36
519,Sorong,12,ID,1547349286,100,-0.86,131.25,82.53,7.85
520,Kilinochchi,92,LK,1547349286,94,9.4,80.4,79.47,17.36
521,Muravlenko,76,RU,1547348776,72,63.79,74.5,-2.53,21.05
522,Baoding,0,CN,1547349286,40,38.86,115.49,40.59,1.74
523,Morondava,76,MG,1547349236,100,-20.3,44.28,77.31,3.76
524,Yumen,24,CN,1547349235,70,40.29,97.04,5.49,10.25
525,Oistins,40,BB,1547344800,69,13.07,-59.53,77.0,12.75
526,Khomutovka,92,RU,1547349287,89,51.92,34.56,22.14,12.33
527,Seybaplaya,5,MX,1547347380,64,19.65,-90.67,73.4,13.87
528,Linhares,92,BR,1547349288,90,-19.38,-40.06,74.07,4.05
529,Atambua,0,ID,1547349288,88,-9.11,124.89,86.22,7.4
530,Kenai,90,US,1547344560,67,60.55,-151.26,17.06,21.92
531,Sfantu Gheorghe,90,RO,1547346600,92,44.65,26.83,12.2,6.93
532,Taoudenni,0,ML,1547348947,28,22.68,-3.98,45.72,13.6
533,Saint-Michel-des-Saints,0,CA,1547348688,71,46.68,-73.92,-2.71,4.83
534,Matagami,8,NG,1547349031,41,9.67,8.4,62.19,6.22
535,Aleksandrovka,76,RU,1547349290,96,46.65,38.4,28.26,8.9
536,Port Macquarie,0,AU,1547344800,43,-31.43,152.91,87.8,12.75
537,Porirua,92,NZ,1547348400,64,-41.14,174.84,69.8,21.92
538,Hasaki,20,JP,1547346600,100,35.73,140.83,50.0,13.87
539,Brynmawr,90,GB,1547347800,100,51.8,-3.17,50.0,16.11
540,Byron Bay,40,AU,1547346600,51,-28.65,153.62,89.6,17.22
541,Yakeshi,64,CN,1547349291,79,49.28,120.73,5.22,6.78
542,Bochov,75,CZ,1547344800,98,50.15,13.05,35.6,13.87
543,Dryden,90,CA,1547344800,85,49.79,-92.84,17.6,10.29
544,Puerto Cabezas,80,NI,1547349292,100,14.04,-83.39,76.59,9.08
545,Atasu,8,KZ,1547349292,57,48.68,71.64,1.98,6.29
546,Koslan,88,RU,1547349244,73,63.46,48.9,16.56,7.74
547,Ketchikan,90,US,1547348160,92,55.34,-131.65,48.92,5.82
548,Sri Aman,75,MY,1547344800,88,1.24,111.46,82.4,1.12
549,Tucurui,76,BR,1547349226,95,-3.77,-49.67,74.16,2.04
